302,118.385941,31.349831,Wuhu
303,117.436367,32.905654,Bengbu
304,117.145097,32.647716,Huainan
305,118.535982,31.694347,Ma'anshan
306,116.781504,33.946136,Huaibei
307,117.857150,30.921084,Tongling
308,117.059817,30.551457,Anqing
309,118.272735,29.821733,Huangshan
310,117.837274,32.577413,Chuzhou
311,115.822461,32.897456,Fuyang
312,117.246425,33.677235,Suzhou
313,116.495554,31.716563,Liu'an
314,115.771366,33.849154,Bozhou
315,117.516413,30.620271,Chizhou
316,118.740555,30.941380,Xuancheng
